
00000000: 7f45 4c46 0201 0100 0000 0000 0000 0000  .ELF............
000002f0: 703d 0000 0000 0000 703d 0000 0000 0000  p=......p=......
00000300: 9002 0000 0000 0000 9002 0000 0000 0000  ................
00000310: 0100 0000 0000 0000 2f6c 6962 3634 2f6c  ......../lib64/l
00000320: 642d 6c69 6e75 782d 7838 362d 3634 2e73  d-linux-x86-64.s
00000330: 6f2e 3200 0000 0000 0400 0000 1000 0000  o.2.............
00000340: 0500 0000 474e 5500 0200 00c0 0400 0000  ....GNU.........
00000350: 0300 0000 0000 0000 0400 0000 1400 0000  ................
00000360: 0300 0000 474e 5500 c63f 9d8f 7049 a636  ....GNU..?..pI.6
00000370: dfcf 37c4 b81f 5db0 aa8e 98f3 0400 0000  ..7...].........
00000380: 1000 0000 0100 0000 474e 5500 0000 0000  ........GNU.....
00000390: 0300 0000 0200 0000 0000 0000 0000 0000  ................
000003a0: 0300 0000 0f00 0000 0100 0000 0600 0000  ................
000003b0: 0000 a100 8001 1000 0f00 0000 1100 0000  ................
000003c0: 0000 0000 281d 8c1c d165 ce6d 6755 6110  ....(....e.mgUa.
000003d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000003e0: 0000 0000 0000 0000 2200 0000 1200 0000  ........".......
000003f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000400: 7e00 0000 2000 0000 0000 0000 0000 0000  ~... ...........
00000410: 0000 0000 0000 0000 1d00 0000 1200 0000  ................
00000420: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000430: 4a00 0000 1200 0000 0000 0000 0000 0000  J...............
00000440: 0000 0000 0000 0000 3000 0000 1200 0000  ........0.......
00000450: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000460: 3700 0000 1200 0000 0000 0000 0000 0000  7...............
00000470: 0000 0000 0000 0000 6000 0000 1200 0000  ........`.......
00000480: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000490: 3d00 0000 1200 0000 0000 0000 0000 0000  =...............
000004a0: 0000 0000 0000 0000 9a00 0000 2000 0000  ............ ...
000004b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000004c0: 3e00 0000 1200 0000 0000 0000 0000 0000  >...............
000004d0: 0000 0000 0000 0000 0b00 0000 1200 0000  ................
000004e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000004f0: 1700 0000 1200 0000 0000 0000 0000 0000  ................
00000500: 0000 0000 0000 0000 1200 0000 1200 0000  ................
00000510: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000520: a900 0000 2000 0000 0000 0000 0000 0000  .... ...........
00000530: 0000 0000 0000 0000 4300 0000 1100 1a00  ........C.......
00000540: 2040 0000 0000 0000 0800 0000 0000 0000   @..............
00000550: 5100 0000 2200 0000 0000 0000 0000 0000  Q..."...........
00000560: 0000 0000 0000 0000 2a00 0000 1100 1a00  ........*.......
00000570: 3040 0000 0000 0000 0800 0000 0000 0000  0@..............
00000580: 006c 6962 632e 736f 2e36 0066 666c 7573  .libc.so.6.fflus
00000590: 6800 6578 6974 0066 6f70 656e 0070 7574  h.exit.fopen.put
000005a0: 7300 7075 7463 6861 7200 7374 6469 6e00  s.putchar.stdin.
000005b0: 7072 696e 7466 0066 6765 7463 0066 6765  printf.fgetc.fge
000005c0: 7473 0073 7464 6f75 7400 6663 6c6f 7365  ts.stdout.fclose
000005d0: 005f 5f63 7861 5f66 696e 616c 697a 6500  .__cxa_finalize.
000005e0: 5f5f 6c69 6263 5f73 7461 7274 5f6d 6169  __libc_start_mai
000005f0: 6e00 474c 4942 435f 322e 322e 3500 5f49  n.GLIBC_2.2.5._I
00000600: 544d 5f64 6572 6567 6973 7465 7254 4d43  TM_deregisterTMC
00000610: 6c6f 6e65 5461 626c 6500 5f5f 676d 6f6e  loneTable.__gmon
00000620: 5f73 7461 7274 5f5f 005f 4954 4d5f 7265  _start__._ITM_re
00000630: 6769 7374 6572 544d 436c 6f6e 6554 6162  gisterTMCloneTab
00000640: 6c65 0000 0000 0200 0000 0200 0200 0200  le..............
00000650: 0200 0200 0200 0000 0200 0200 0200 0200  ................
00000660: 0000 0200 0200 0200 0100 0100 0100 0000  ................
00000670: 1000 0000 0000 0000 751a 6909 0000 0200  ........u.i.....
00000680: 7200 0000 0000 0000 703d 0000 0000 0000  r.......p=......
00000690: 0800 0000 0000 0000 6012 0000 0000 0000  ........`.......
000006a0: 783d 0000 0000 0000 0800 0000 0000 0000  x=..............
000006b0: 2012 0000 0000 0000 0840 0000 0000 0000   ........@......
000006c0: 0800 0000 0000 0000 0840 0000 0000 0000  .........@......
000006d0: 1040 0000 0000 0000 0800 0000 0000 0000  .@..............
000006e0: 0820 0000 0000 0000 1840 0000 0000 0000  . .......@......
000006f0: 0800 0000 0000 0000 2920 0000 0000 0000  ........) ......
00000700: d83f 0000 0000 0000 0600 0000 0200 0000  .?..............
00000710: 0000 0000 0000 0000 e03f 0000 0000 0000  .........?......
00000720: 0600 0000 0700 0000 0000 0000 0000 0000  ................
00000730: e83f 0000 0000 0000 0600 0000 0900 0000  .?..............
00000740: 0000 0000 0000 0000 f03f 0000 0000 0000  .........?......
00000750: 0600 0000 0e00 0000 0000 0000 0000 0000  ................
00000760: f83f 0000 0000 0000 0600 0000 1000 0000  .?..............
00000770: 0000 0000 0000 0000 2040 0000 0000 0000  ........ @......
00000780: 0500 0000 0f00 0000 0000 0000 0000 0000  ................
00000790: 3040 0000 0000 0000 0500 0000 1100 0000  0@..............
000007a0: 0000 0000 0000 0000 883f 0000 0000 0000  .........?......
000007b0: 0700 0000 0100 0000 0000 0000 0000 0000  ................
000007c0: 903f 0000 0000 0000 0700 0000 0300 0000  .?..............
000007d0: 0000 0000 0000 0000 983f 0000 0000 0000  .........?......
000007e0: 0700 0000 0400 0000 0000 0000 0000 0000  ................
000007f0: a03f 0000 0000 0000 0700 0000 0500 0000  .?..............
00000800: 0000 0000 0000 0000 a83f 0000 0000 0000  .........?......
00000810: 0700 0000 0600 0000 0000 0000 0000 0000  ................
00000820: b03f 0000 0000 0000 0700 0000 0800 0000  .?..............
00000830: 0000 0000 0000 0000 b83f 0000 0000 0000  .........?......
00000840: 0700 0000 0a00 0000 0000 0000 0000 0000  ................
00000850: c03f 0000 0000 0000 0700 0000 0b00 0000  .?..............
00000860: 0000 0000 0000 0000 c83f 0000 0000 0000  .........?......
00000870: 0700 0000 0c00 0000 0000 0000 0000 0000  ................
00000880: d03f 0000 0000 0000 0700 0000 0d00 0000  .?..............
00000890: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000008a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000008b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000008c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000008d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000008e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000008f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000900: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000910: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000920: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000930: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000940: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000950: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000960: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000970: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000980: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000990: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000009a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000009b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000009c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000009d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000009e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000009f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000a90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000aa0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ab0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ac0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ad0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ae0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000af0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000b90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ba0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000bb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000bc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000bd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000be0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000bf0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000c90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ca0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000cb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000cc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000cd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ce0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000cf0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000d90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000da0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000db0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000dc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000dd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000de0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000df0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000e90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ea0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000eb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ec0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ed0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ee0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ef0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f00: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f10: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f20: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f30: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f40: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f50: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f60: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f70: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f80: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000f90: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000fa0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000fb0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000fc0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000fd0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000fe0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00000ff0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001000: f30f 1efa 4883 ec08 488b 05d9 2f00 0048  ....H...H.../..H
00001010: 85c0 7402 ffd0 4883 c408 c300 0000 0000  ..t...H.........
00001020: ff35 522f 0000 f2ff 2553 2f00 000f 1f00  .5R/....%S/.....
00001030: f30f 1efa 6800 0000 00f2 e9e1 ffff ff90  ....h...........
00001040: f30f 1efa 6801 0000 00f2 e9d1 ffff ff90  ....h...........
00001050: f30f 1efa 6802 0000 00f2 e9c1 ffff ff90  ....h...........
00001060: f30f 1efa 6803 0000 00f2 e9b1 ffff ff90  ....h...........
00001070: f30f 1efa 6804 0000 00f2 e9a1 ffff ff90  ....h...........
00001080: f30f 1efa 6805 0000 00f2 e991 ffff ff90  ....h...........
00001090: f30f 1efa 6806 0000 00f2 e981 ffff ff90  ....h...........
000010a0: f30f 1efa 6807 0000 00f2 e971 ffff ff90  ....h......q....
000010b0: f30f 1efa 6808 0000 00f2 e961 ffff ff90  ....h......a....
000010c0: f30f 1efa 6809 0000 00f2 e951 ffff ff90  ....h......Q....
000010d0: f30f 1efa f2ff 251d 2f00 000f 1f44 0000  ......%./....D..
000010e0: f30f 1efa f2ff 259d 2e00 000f 1f44 0000  ......%......D..
000010f0: f30f 1efa f2ff 2595 2e00 000f 1f44 0000  ......%......D..
00001100: f30f 1efa f2ff 258d 2e00 000f 1f44 0000  ......%......D..
00001110: f30f 1efa f2ff 2585 2e00 000f 1f44 0000  ......%......D..
00001120: f30f 1efa f2ff 257d 2e00 000f 1f44 0000  ......%}.....D..
00001130: f30f 1efa f2ff 2575 2e00 000f 1f44 0000  ......%u.....D..
00001140: f30f 1efa f2ff 256d 2e00 000f 1f44 0000  ......%m.....D..
00001150: f30f 1efa f2ff 2565 2e00 000f 1f44 0000  ......%e.....D..
00001160: f30f 1efa f2ff 255d 2e00 000f 1f44 0000  ......%].....D..
00001170: f30f 1efa f2ff 2555 2e00 000f 1f44 0000  ......%U.....D..
00001180: f30f 1efa 31ed 4989 d15e 4889 e248 83e4  ....1.I..^H..H..
00001190: f050 544c 8d05 0604 0000 488d 0d8f 0300  .PTL......H.....
000011a0: 0048 8d3d 7902 0000 ff15 322e 0000 f490  .H.=y.....2.....
000011b0: 488d 3d69 2e00 0048 8d05 622e 0000 4839  H.=i...H..b...H9
000011c0: f874 1548 8b05 0e2e 0000 4885 c074 09ff  .t.H......H..t..
000011d0: e00f 1f80 0000 0000 c30f 1f80 0000 0000  ................
000011e0: 488d 3d39 2e00 0048 8d35 322e 0000 4829  H.=9...H.52...H)
000011f0: fe48 89f0 48c1 ee3f 48c1 f803 4801 c648  .H..H..?H...H..H
00001200: d1fe 7414 488b 05e5 2d00 0048 85c0 7408  ..t.H...-..H..t.
00001210: ffe0 660f 1f44 0000 c30f 1f80 0000 0000  ..f..D..........
00001220: f30f 1efa 803d 0d2e 0000 0075 2b55 4883  .....=.....u+UH.
00001230: 3dc2 2d00 0000 4889 e574 0c48 8b3d c62d  =.-...H..t.H.=.-
00001240: 0000 e889 feff ffe8 64ff ffff c605 e52d  ........d......-
00001250: 0000 015d c30f 1f00 c30f 1f80 0000 0000  ...]............
00001260: f30f 1efa e977 ffff fff3 0f1e fa55 4889  .....w.......UH.
00001270: e548 ffc0 c390 5dc3 f30f 1efa 5548 89e5  .H....].....UH..
00001280: 5fc3 905d c3f3 0f1e fa55 4889 e5b8 0f00  _..].....UH.....
00001290: 0000 c390 5dc3 f30f 1efa 5548 89e5 4889  ....].....UH..H.
000012a0: 02c3 905d c3f3 0f1e fa55 4889 e55a c390  ...].....UH..Z..
000012b0: 5dc3 f30f 1efa 5548 89e5 58c3 905d c3f3  ].....UH..X..]..
000012c0: 0f1e fa55 4889 e50f 05c3 905d c3f3 0f1e  ...UH......]....
000012d0: fa55 4889 e55e c390 5dc3 f30f 1efa 5548  .UH..^..].....UH
000012e0: 89e5 cd80 c390 5dc3 f30f 1efa 5548 89e5  ......].....UH..
000012f0: 4831 c0c3 905d c3f3 0f1e fa55 4889 e548  H1...].....UH..H
00001300: 897d e848 8975 e089 55dc c745 fc00 0000  .}.H.u..U..E....
00001310: 00eb 2f8b 45fc 4863 d048 8b45 e848 01d0  ../.E.Hc.H.E.H..
00001320: 0fb6 108b 45fc 4863 c848 8b45 e048 01c8  ....E.Hc.H.E.H..
00001330: 0fb6 0038 c274 07b8 0000 0000 eb11 8345  ...8.t.........E
00001340: fc01 8b45 fc3b 45dc 7cc9 b801 0000 005d  ...E.;E.|......]
00001350: c3f3 0f1e fa55 4889 e548 83ec 1048 8d35  .....UH..H...H.5
00001360: cd0c 0000 488d 3dc8 0c00 00e8 f0fd ffff  ....H.=.........
00001370: 4889 45f0 4883 7df0 0075 1648 8d3d bf0c  H.E.H.}..u.H.=..
00001380: 0000 e869 fdff ffbf 0000 0000 e8df fdff  ...i............
00001390: ff48 8b45 f048 89c7 e883 fdff ff88 45ff  .H.E.H........E.
000013a0: eb1a 0fbe 45ff 89c7 e833 fdff ff48 8b45  ....E....3...H.E
000013b0: f048 89c7 e867 fdff ff88 45ff 807d ffff  .H...g....E..}..
000013c0: 75e0 488b 45f0 4889 c7e8 32fd ffff 90c9  u.H.E.H...2.....
000013d0: c3f3 0f1e fa55 4889 e548 83ec 0848 897d  .....UH..H...H.}
000013e0: f848 8b05 282c 0000 488b 4df8 ba1f 0000  .H..(,..H.M.....
000013f0: 0048 89ce 4889 c7e8 fbfe ffff 0fbe c0c9  .H..H...........
00001400: c3f3 0f1e fa55 4889 e548 83ec 1048 8d45  .....UH..H...H.E
00001410: ff48 89c7 b800 0000 00e8 22fd ffff 90c9  .H........".....
00001420: c3f3 0f1e fa55 4889 e548 83ec 3089 7ddc  .....UH..H..0.}.
00001430: 4889 75d0 488d 3d25 0c00 00e8 b0fc ffff  H.u.H.=%........
00001440: 488d 3d38 0c00 00e8 a4fc ffff 488d 3d48  H.=8........H.=H
00001450: 0c00 00b8 0000 0000 e8b3 fcff ff48 8b05  .............H..
00001460: bc2b 0000 4889 c7e8 e4fc ffff 488b 15bd  .+..H.......H...
00001470: 2b00 0048 8d45 e0be 2200 0000 4889 c7e8  +..H.E.."...H...
00001480: acfc ffff 488d 45e0 4889 c7e8 41ff ffff  ....H.E.H...A...
00001490: 85c0 7479 488d 3d03 0c00 00e8 50fc ffff  ..tyH.=.....P...
000014a0: 488d 3d11 0c00 00e8 44fc ffff 488d 3d45  H.=.....D...H.=E
000014b0: 0c00 00e8 38fc ffff b800 0000 00e8 8ffe  ....8...........
000014c0: ffff 488d 3d2f 0c00 00e8 22fc ffff 488d  ..H.=/...."...H.
000014d0: 3d6b 0c00 00e8 16fc ffff 488d 3540 ffff  =k........H.5@..
000014e0: ff48 8d3d 790c 0000 b800 0000 00e8 1efc  .H.=y...........
000014f0: ffff 488b 0527 2b00 0048 89c7 e84f fcff  ..H..'+..H...O..
00001500: ffb8 0000 0000 e8f6 feff ffeb 1148 8d3d  .............H.=
00001510: 5d0c 0000 b800 0000 00e8 f2fb ffff b800  ]...............
00001520: 0000 00c9 c366 2e0f 1f84 0000 0000 0090  .....f..........
00001530: f30f 1efa 4157 4c8d 3d33 2800 0041 5649  ....AWL.=3(..AVI
00001540: 89d6 4155 4989 f541 5441 89fc 5548 8d2d  ..AUI..ATA..UH.-
00001550: 2428 0000 534c 29fd 4883 ec08 e89f faff  $(..SL).H.......
00001560: ff48 c1fd 0374 1f31 db0f 1f80 0000 0000  .H...t.1........
00001570: 4c89 f24c 89ee 4489 e741 ff14 df48 83c3  L..L..D..A...H..
00001580: 0148 39dd 75ea 4883 c408 5b5d 415c 415d  .H9.u.H...[]A\A]
00001590: 415e 415f c366 662e 0f1f 8400 0000 0000  A^A_.ff.........
000015a0: f30f 1efa c300 0000 f30f 1efa 4883 ec08  ............H...
000015b0: 4883 c408 c300 0000 0000 0000 0000 0000  H...............
000015c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000015d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000015e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000015f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001600: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001610: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001620: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001630: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001640: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001650: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001660: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001670: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001680: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001690: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000016a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000016b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000016c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000016d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000016e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000016f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001700: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001710: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001720: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001730: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001740: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001750: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001760: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001770: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001780: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001790: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000017a0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000017b0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000017c0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000017d0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000017e0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
000017f0: 0000 0000 0000 0000 0000 0000 0000 0000  ................
00001800: 0000 0000 0000 0000 0000 0000 0000 0000  ................
